"doy","thermocline","depth","lake","year","source"
203,"ZT1b",2.51356335027045,"Peter",2018,"tchain"
203,"ZT2",2.5,"Peter",2018,"tchain"
204,"ZT1a",2.51465593156372,"Peter",2018,"tchain"
204,"ZT1b",2.51465593156372,"Peter",2018,"tchain"
204,"ZT2",2.5,"Peter",2018,"tchain"
205,"ZT1a",2.49066436712657,"Peter",2018,"tchain"
205,"ZT1b",2.49066436712657,"Peter",2018,"tchain"
205,"ZT2",2.5,"Peter",2018,"tchain"
206,"ZT1a",2.46212250834117,"Peter",2018,"tchain"
206,"ZT1b",2.46212250834117,"Peter",2018,"tchain"
206,"ZT2",2.5,"Peter",2018,"tchain"
207,"ZT1a",2.49793978327169,"Peter",2018,"tchain"
207,"ZT1b",2.49793978327169,"Peter",2018,"tchain"
207,"ZT2",2.5,"Peter",2018,"tchain"
208,"ZT1a",2.5674876527164,"Peter",2018,"tchain"
208,"ZT1b",2.5674876527164,"Peter",2018,"tchain"
208,"ZT2",2.5,"Peter",2018,"tchain"
209,"ZT1a",2.65919409761634,"Peter",2018,"tchain"
209,"ZT1b",2.65919409761634,"Peter",2018,"tchain"
209,"ZT2",2.5,"Peter",2018,"tchain"
210,"ZT1a",2.66195955369595,"Peter",2018,"tchain"
210,"ZT1b",2.66195955369595,"Peter",2018,"tchain"
210,"ZT2",2.5,"Peter",2018,"tchain"
211,"ZT1a",2.64932753164557,"Peter",2018,"tchain"
211,"ZT1b",2.64932753164557,"Peter",2018,"tchain"
211,"ZT2",3,"Peter",2018,"tchain"
212,"ZT1a",2.61087291116974,"Peter",2018,"tchain"
212,"ZT1b",2.61087291116974,"Peter",2018,"tchain"
212,"ZT2",3,"Peter",2018,"tchain"
213,"ZT1a",2.59818677411709,"Peter",2018,"tchain"
213,"ZT1b",2.59818677411709,"Peter",2018,"tchain"
213,"ZT2",3,"Peter",2018,"tchain"
214,"ZT1a",2.68002728978339,"Peter",2018,"tchain"
214,"ZT1b",2.68002728978339,"Peter",2018,"tchain"
214,"ZT2",2.5,"Peter",2018,"tchain"
215,"ZT1a",2.85286656519533,"Peter",2018,"tchain"
215,"ZT1b",2.85286656519533,"Peter",2018,"tchain"
215,"ZT2",3,"Peter",2018,"tchain"
216,"ZT1a",2.84097576307886,"Peter",2018,"tchain"
216,"ZT1b",2.84097576307886,"Peter",2018,"tchain"
216,"ZT2",3,"Peter",2018,"tchain"
217,"ZT1a",2.83111145558828,"Peter",2018,"tchain"
217,"ZT1b",2.83111145558828,"Peter",2018,"tchain"
217,"ZT2",3,"Peter",2018,"tchain"
218,"ZT1a",2.81502681079241,"Peter",2018,"tchain"
218,"ZT1b",2.81502681079241,"Peter",2018,"tchain"
218,"ZT2",3,"Peter",2018,"tchain"
219,"ZT1a",2.80096330275229,"Peter",2018,"tchain"
219,"ZT1b",2.80096330275229,"Peter",2018,"tchain"
219,"ZT2",3,"Peter",2018,"tchain"
220,"ZT1a",2.77103794065957,"Peter",2018,"tchain"
220,"ZT1b",2.77103794065957,"Peter",2018,"tchain"
220,"ZT2",3,"Peter",2018,"tchain"
221,"ZT1a",2.73416376979529,"Peter",2018,"tchain"
221,"ZT1b",2.73416376979529,"Peter",2018,"tchain"
221,"ZT2",3,"Peter",2018,"tchain"
222,"ZT1a",2.6934580426971,"Peter",2018,"tchain"
222,"ZT1b",2.6934580426971,"Peter",2018,"tchain"
222,"ZT2",3,"Peter",2018,"tchain"
223,"ZT1a",2.62644597587989,"Peter",2018,"tchain"
223,"ZT1b",2.62644597587989,"Peter",2018,"tchain"
223,"ZT2",3,"Peter",2018,"tchain"
224,"ZT1a",2.5209049255441,"Peter",2018,"tchain"
224,"ZT1b",2.5209049255441,"Peter",2018,"tchain"
224,"ZT2",3,"Peter",2018,"tchain"
225,"ZT1a",2.40895669291339,"Peter",2018,"tchain"
225,"ZT1b",2.40895669291339,"Peter",2018,"tchain"
225,"ZT2",3,"Peter",2018,"tchain"
226,"ZT1a",2.31700470843897,"Peter",2018,"tchain"
226,"ZT1b",2.31700470843897,"Peter",2018,"tchain"
226,"ZT2",3,"Peter",2018,"tchain"
227,"ZT1a",2.21863665457649,"Peter",2018,"tchain"
227,"ZT1b",2.21863665457649,"Peter",2018,"tchain"
227,"ZT2",2,"Peter",2018,"tchain"
228,"ZT1a",2.24828870545601,"Peter",2018,"tchain"
228,"ZT1b",2.24828870545601,"Peter",2018,"tchain"
228,"ZT2",2,"Peter",2018,"tchain"
229,"ZT1a",2.449203187251,"Peter",2018,"tchain"
229,"ZT1b",2.449203187251,"Peter",2018,"tchain"
229,"ZT2",2,"Peter",2018,"tchain"
230,"ZT1a",2.51310569566449,"Peter",2018,"tchain"
230,"ZT1b",2.51310569566449,"Peter",2018,"tchain"
230,"ZT2",2.5,"Peter",2018,"tchain"
231,"ZT1a",2.54457976244174,"Peter",2018,"tchain"
231,"ZT1b",2.54457976244174,"Peter",2018,"tchain"
231,"ZT2",2.5,"Peter",2018,"tchain"
232,"ZT1a",2.56194438112605,"Peter",2018,"tchain"
232,"ZT1b",2.56194438112605,"Peter",2018,"tchain"
232,"ZT2",2.5,"Peter",2018,"tchain"
233,"ZT1a",2.63914855495832,"Peter",2018,"tchain"
233,"ZT1b",2.63914855495832,"Peter",2018,"tchain"
233,"ZT2",2.5,"Peter",2018,"tchain"
234,"ZT1a",2.91602350985514,"Peter",2018,"tchain"
234,"ZT1b",2.91602350985514,"Peter",2018,"tchain"
234,"ZT2",3,"Peter",2018,"tchain"
131,"ZT1a",0,"Peter",2019,"tchain"
131,"ZT1b",0,"Peter",2019,"tchain"
131,"ZT2",2,"Peter",2019,"tchain"
132,"ZT1a",0,"Peter",2019,"tchain"
132,"ZT1b",0,"Peter",2019,"tchain"
132,"ZT2",2,"Peter",2019,"tchain"
133,"ZT1a",0,"Peter",2019,"tchain"
133,"ZT1b",0,"Peter",2019,"tchain"
133,"ZT2",2,"Peter",2019,"tchain"
134,"ZT1a",0,"Peter",2019,"tchain"
134,"ZT1b",0,"Peter",2019,"tchain"
134,"ZT2",1,"Peter",2019,"tchain"
135,"ZT1a",1.43429219384101,"Peter",2019,"tchain"
135,"ZT1b",1.43429219384101,"Peter",2019,"tchain"
135,"ZT2",4,"Peter",2019,"tchain"
136,"ZT1a",0.804225352112677,"Peter",2019,"tchain"
136,"ZT1b",1.68055899084838,"Peter",2019,"tchain"
136,"ZT2",1,"Peter",2019,"tchain"
137,"ZT1a",1.00234761823459,"Peter",2019,"tchain"
137,"ZT1b",2.07277562862669,"Peter",2019,"tchain"
137,"ZT2",1,"Peter",2019,"tchain"
138,"ZT1a",1.56302950628104,"Peter",2019,"tchain"
138,"ZT1b",2.20049272641952,"Peter",2019,"tchain"
138,"ZT2",1.5,"Peter",2019,"tchain"
139,"ZT1a",2.198862471818,"Peter",2019,"tchain"
139,"ZT1b",2.38845726970033,"Peter",2019,"tchain"
139,"ZT2",2,"Peter",2019,"tchain"
140,"ZT1a",2.70938977223893,"Peter",2019,"tchain"
140,"ZT1b",2.80187557182068,"Peter",2019,"tchain"
140,"ZT2",2.5,"Peter",2019,"tchain"
141,"ZT1a",0,"Peter",2019,"tchain"
141,"ZT1b",0,"Peter",2019,"tchain"
141,"ZT2",2.5,"Peter",2019,"tchain"
142,"ZT1a",0,"Peter",2019,"tchain"
142,"ZT1b",0,"Peter",2019,"tchain"
142,"ZT2",1,"Peter",2019,"tchain"
143,"ZT1a",0,"Peter",2019,"tchain"
143,"ZT1b",0,"Peter",2019,"tchain"
143,"ZT2",1.5,"Peter",2019,"tchain"
144,"ZT1a",0,"Peter",2019,"tchain"
144,"ZT1b",0,"Peter",2019,"tchain"
144,"ZT2",1.5,"Peter",2019,"tchain"
145,"ZT1a",2.21728416043508,"Peter",2019,"tchain"
145,"ZT1b",2.35020822488287,"Peter",2019,"tchain"
145,"ZT2",2,"Peter",2019,"tchain"
146,"ZT1a",2.13645726055613,"Peter",2019,"tchain"
146,"ZT1b",2.46940298507463,"Peter",2019,"tchain"
146,"ZT2",2,"Peter",2019,"tchain"
147,"ZT1a",2.08954107083472,"Peter",2019,"tchain"
147,"ZT1b",2.45878407615751,"Peter",2019,"tchain"
147,"ZT2",1,"Peter",2019,"tchain"
148,"ZT1a",1.97633517495396,"Peter",2019,"tchain"
148,"ZT1b",2.49570105820106,"Peter",2019,"tchain"
148,"ZT2",1.5,"Peter",2019,"tchain"
149,"ZT1a",1.89127604166667,"Peter",2019,"tchain"
149,"ZT1b",2.61996418979409,"Peter",2019,"tchain"
149,"ZT2",1.5,"Peter",2019,"tchain"
150,"ZT1a",0,"Peter",2019,"tchain"
150,"ZT1b",0,"Peter",2019,"tchain"
150,"ZT2",1.5,"Peter",2019,"tchain"
151,"ZT1a",1.09566596194504,"Peter",2019,"tchain"
151,"ZT1b",2.72263833690003,"Peter",2019,"tchain"
151,"ZT2",2,"Peter",2019,"tchain"
152,"ZT1a",1.14114049178302,"Peter",2019,"tchain"
152,"ZT1b",2.79657477025898,"Peter",2019,"tchain"
152,"ZT2",1,"Peter",2019,"tchain"
153,"ZT1a",1.47124352331606,"Peter",2019,"tchain"
153,"ZT1b",2.85298324478954,"Peter",2019,"tchain"
153,"ZT2",1.5,"Peter",2019,"tchain"
154,"ZT1a",1.57341947541406,"Peter",2019,"tchain"
154,"ZT1b",2.8662109375,"Peter",2019,"tchain"
154,"ZT2",1.5,"Peter",2019,"tchain"
155,"ZT1a",1.641071282429,"Peter",2019,"tchain"
155,"ZT1b",2.87411883182276,"Peter",2019,"tchain"
155,"ZT2",1.5,"Peter",2019,"tchain"
156,"ZT1a",1.58159159786812,"Peter",2019,"tchain"
156,"ZT1b",2.93108651911469,"Peter",2019,"tchain"
156,"ZT2",1.5,"Peter",2019,"tchain"
157,"ZT1a",1.50044636725725,"Peter",2019,"tchain"
157,"ZT1b",3.01251526251526,"Peter",2019,"tchain"
157,"ZT2",1.5,"Peter",2019,"tchain"
158,"ZT1a",3.04843099583734,"Peter",2019,"tchain"
158,"ZT1b",3.04843099583734,"Peter",2019,"tchain"
158,"ZT2",1.5,"Peter",2019,"tchain"
159,"ZT1a",3.11326463853451,"Peter",2019,"tchain"
159,"ZT1b",3.11326463853451,"Peter",2019,"tchain"
159,"ZT2",1,"Peter",2019,"tchain"
160,"ZT1a",0.997562380038388,"Peter",2019,"tchain"
160,"ZT1b",3.12135614702155,"Peter",2019,"tchain"
160,"ZT2",1,"Peter",2019,"tchain"
161,"ZT1a",1.40523621561613,"Peter",2019,"tchain"
161,"ZT1b",3.19359053181678,"Peter",2019,"tchain"
161,"ZT2",1.5,"Peter",2019,"tchain"
162,"ZT1a",1.48317877654249,"Peter",2019,"tchain"
162,"ZT1b",3.22796399751707,"Peter",2019,"tchain"
162,"ZT2",1.5,"Peter",2019,"tchain"
163,"ZT1a",1.53125897421171,"Peter",2019,"tchain"
163,"ZT1b",3.22572678521027,"Peter",2019,"tchain"
163,"ZT2",1.5,"Peter",2019,"tchain"
164,"ZT1a",1.80626679869854,"Peter",2019,"tchain"
164,"ZT1b",3.2467414916727,"Peter",2019,"tchain"
164,"ZT2",2,"Peter",2019,"tchain"
165,"ZT1a",1.89234968395758,"Peter",2019,"tchain"
165,"ZT1b",3.25155925155925,"Peter",2019,"tchain"
165,"ZT2",2,"Peter",2019,"tchain"
166,"ZT1a",1.92979015257256,"Peter",2019,"tchain"
166,"ZT1b",3.37422488631666,"Peter",2019,"tchain"
166,"ZT2",2,"Peter",2019,"tchain"
167,"ZT1a",1.89663253978044,"Peter",2019,"tchain"
167,"ZT1b",3.37793121417405,"Peter",2019,"tchain"
167,"ZT2",2,"Peter",2019,"tchain"
168,"ZT1a",1.84493350679387,"Peter",2019,"tchain"
168,"ZT1b",3.46090156393744,"Peter",2019,"tchain"
168,"ZT2",2,"Peter",2019,"tchain"
169,"ZT1a",1.78817709689895,"Peter",2019,"tchain"
169,"ZT1b",3.51949275362319,"Peter",2019,"tchain"
169,"ZT2",2,"Peter",2019,"tchain"
170,"ZT1a",1.79442267585161,"Peter",2019,"tchain"
170,"ZT1b",3.55984658780186,"Peter",2019,"tchain"
170,"ZT2",2,"Peter",2019,"tchain"
171,"ZT1a",1.78392582464536,"Peter",2019,"tchain"
171,"ZT1b",3.59506777108434,"Peter",2019,"tchain"
171,"ZT2",2,"Peter",2019,"tchain"
172,"ZT1a",1.82574468085106,"Peter",2019,"tchain"
172,"ZT1b",3.63813559322034,"Peter",2019,"tchain"
172,"ZT2",2,"Peter",2019,"tchain"
173,"ZT1a",1.77391143303976,"Peter",2019,"tchain"
173,"ZT1b",3.69555214723926,"Peter",2019,"tchain"
173,"ZT2",2,"Peter",2019,"tchain"
174,"ZT1a",1.71242750621375,"Peter",2019,"tchain"
174,"ZT1b",3.67323520101298,"Peter",2019,"tchain"
174,"ZT2",1.5,"Peter",2019,"tchain"
175,"ZT1a",1.83229681978799,"Peter",2019,"tchain"
175,"ZT1b",3.70815602836879,"Peter",2019,"tchain"
175,"ZT2",2,"Peter",2019,"tchain"
176,"ZT1a",1.89199126737906,"Peter",2019,"tchain"
176,"ZT1b",3.72707423580786,"Peter",2019,"tchain"
176,"ZT2",2,"Peter",2019,"tchain"
177,"ZT1a",1.84360541399075,"Peter",2019,"tchain"
177,"ZT1b",3.78004363880497,"Peter",2019,"tchain"
177,"ZT2",2,"Peter",2019,"tchain"
178,"ZT1a",1.79087292018326,"Peter",2019,"tchain"
178,"ZT1b",3.77916073968706,"Peter",2019,"tchain"
178,"ZT2",2,"Peter",2019,"tchain"
179,"ZT1a",1.70039941902687,"Peter",2019,"tchain"
179,"ZT1b",3.8075593627893,"Peter",2019,"tchain"
179,"ZT2",2,"Peter",2019,"tchain"
180,"ZT1a",1.57306536438768,"Peter",2019,"tchain"
180,"ZT1b",3.83816964285714,"Peter",2019,"tchain"
180,"ZT2",2,"Peter",2019,"tchain"
181,"ZT1a",1.55417793808236,"Peter",2019,"tchain"
181,"ZT1b",3.87325390304026,"Peter",2019,"tchain"
181,"ZT2",1.5,"Peter",2019,"tchain"
182,"ZT1a",1.5720432328239,"Peter",2019,"tchain"
182,"ZT1b",3.86625313632562,"Peter",2019,"tchain"
182,"ZT2",1.5,"Peter",2019,"tchain"
183,"ZT1a",1.57460608530291,"Peter",2019,"tchain"
183,"ZT1b",3.86467008327995,"Peter",2019,"tchain"
183,"ZT2",1.5,"Peter",2019,"tchain"
184,"ZT1a",1.52429165383431,"Peter",2019,"tchain"
184,"ZT1b",3.90419336051252,"Peter",2019,"tchain"
184,"ZT2",1.5,"Peter",2019,"tchain"
185,"ZT1a",1.44261644318984,"Peter",2019,"tchain"
185,"ZT1b",3.92771883289125,"Peter",2019,"tchain"
185,"ZT2",1.5,"Peter",2019,"tchain"
186,"ZT1a",1.4686533342925,"Peter",2019,"tchain"
186,"ZT1b",3.96474052849411,"Peter",2019,"tchain"
186,"ZT2",1.5,"Peter",2019,"tchain"
187,"ZT1a",1.46899455330871,"Peter",2019,"tchain"
187,"ZT1b",3.99155011655012,"Peter",2019,"tchain"
187,"ZT2",1.5,"Peter",2019,"tchain"
188,"ZT1a",1.58334384460141,"Peter",2019,"tchain"
188,"ZT1b",3.9935018566124,"Peter",2019,"tchain"
188,"ZT2",1.5,"Peter",2019,"tchain"
189,"ZT1a",1.73489325200153,"Peter",2019,"tchain"
189,"ZT1b",4.02041103603604,"Peter",2019,"tchain"
189,"ZT2",2,"Peter",2019,"tchain"
190,"ZT1a",1.63646797914559,"Peter",2019,"tchain"
190,"ZT1b",4.01590296495957,"Peter",2019,"tchain"
190,"ZT2",1.5,"Peter",2019,"tchain"
191,"ZT1a",1.60117370892019,"Peter",2019,"tchain"
191,"ZT1b",4.053264604811,"Peter",2019,"tchain"
191,"ZT2",1.5,"Peter",2019,"tchain"
192,"ZT1a",1.80506253567907,"Peter",2019,"tchain"
192,"ZT1b",4.05672506357728,"Peter",2019,"tchain"
192,"ZT2",2,"Peter",2019,"tchain"
193,"ZT1a",1.86938362789062,"Peter",2019,"tchain"
193,"ZT1b",4.07649842271293,"Peter",2019,"tchain"
193,"ZT2",2,"Peter",2019,"tchain"
194,"ZT1a",1.84768130241737,"Peter",2019,"tchain"
194,"ZT1b",4.08910891089109,"Peter",2019,"tchain"
194,"ZT2",2,"Peter",2019,"tchain"
195,"ZT1a",1.87859373564802,"Peter",2019,"tchain"
195,"ZT1b",4.09022165781575,"Peter",2019,"tchain"
195,"ZT2",2,"Peter",2019,"tchain"
196,"ZT1a",1.82723259193026,"Peter",2019,"tchain"
196,"ZT1b",4.12475798644724,"Peter",2019,"tchain"
196,"ZT2",2,"Peter",2019,"tchain"
197,"ZT1a",1.80062120010574,"Peter",2019,"tchain"
197,"ZT1b",4.18059564418788,"Peter",2019,"tchain"
197,"ZT2",2,"Peter",2019,"tchain"
198,"ZT1a",1.79939678284182,"Peter",2019,"tchain"
198,"ZT1b",4.17971654275093,"Peter",2019,"tchain"
198,"ZT2",2,"Peter",2019,"tchain"
199,"ZT1a",1.9219673312515,"Peter",2019,"tchain"
199,"ZT1b",4.19463894967177,"Peter",2019,"tchain"
199,"ZT2",2,"Peter",2019,"tchain"
200,"ZT1a",1.90706401196678,"Peter",2019,"tchain"
200,"ZT1b",4.19977119198082,"Peter",2019,"tchain"
200,"ZT2",2,"Peter",2019,"tchain"
201,"ZT1a",1.92339491681127,"Peter",2019,"tchain"
201,"ZT1b",4.20341922695738,"Peter",2019,"tchain"
201,"ZT2",2,"Peter",2019,"tchain"
202,"ZT1a",1.99379010556821,"Peter",2019,"tchain"
202,"ZT1b",4.19820936639118,"Peter",2019,"tchain"
202,"ZT2",2,"Peter",2019,"tchain"
203,"ZT1a",2.04009377967711,"Peter",2019,"tchain"
203,"ZT1b",4.20220516805906,"Peter",2019,"tchain"
203,"ZT2",2,"Peter",2019,"tchain"
204,"ZT1a",2.07469891034219,"Peter",2019,"tchain"
204,"ZT1b",4.21225695768204,"Peter",2019,"tchain"
204,"ZT2",2,"Peter",2019,"tchain"
205,"ZT1a",2.06650530198248,"Peter",2019,"tchain"
205,"ZT1b",4.22755681818182,"Peter",2019,"tchain"
205,"ZT2",2,"Peter",2019,"tchain"
206,"ZT1a",2.03311023622047,"Peter",2019,"tchain"
206,"ZT1b",4.23695909899229,"Peter",2019,"tchain"
206,"ZT2",2,"Peter",2019,"tchain"
207,"ZT1a",2.04093312697491,"Peter",2019,"tchain"
207,"ZT1b",2.04093312697491,"Peter",2019,"tchain"
207,"ZT2",2,"Peter",2019,"tchain"
208,"ZT1a",2.04450022100145,"Peter",2019,"tchain"
208,"ZT1b",2.04450022100145,"Peter",2019,"tchain"
208,"ZT2",2,"Peter",2019,"tchain"
209,"ZT1a",2.02607079646018,"Peter",2019,"tchain"
209,"ZT1b",2.02607079646018,"Peter",2019,"tchain"
209,"ZT2",2,"Peter",2019,"tchain"
210,"ZT1a",2.04827326789425,"Peter",2019,"tchain"
210,"ZT1b",2.04827326789425,"Peter",2019,"tchain"
210,"ZT2",2,"Peter",2019,"tchain"
211,"ZT1a",2.17915436707762,"Peter",2019,"tchain"
211,"ZT1b",2.17915436707762,"Peter",2019,"tchain"
211,"ZT2",2,"Peter",2019,"tchain"
212,"ZT1a",2.27205594296012,"Peter",2019,"tchain"
212,"ZT1b",2.27205594296012,"Peter",2019,"tchain"
212,"ZT2",2.5,"Peter",2019,"tchain"
213,"ZT1a",2.21293625612922,"Peter",2019,"tchain"
213,"ZT1b",2.21293625612922,"Peter",2019,"tchain"
213,"ZT2",2.5,"Peter",2019,"tchain"
214,"ZT1a",2.16845839604386,"Peter",2019,"tchain"
214,"ZT1b",2.16845839604386,"Peter",2019,"tchain"
214,"ZT2",2.5,"Peter",2019,"tchain"
215,"ZT1a",2.10971307619944,"Peter",2019,"tchain"
215,"ZT1b",2.10971307619944,"Peter",2019,"tchain"
215,"ZT2",2,"Peter",2019,"tchain"
216,"ZT1a",2.02436499171728,"Peter",2019,"tchain"
216,"ZT1b",2.02436499171728,"Peter",2019,"tchain"
216,"ZT2",2,"Peter",2019,"tchain"
217,"ZT1a",1.96561443066516,"Peter",2019,"tchain"
217,"ZT1b",1.96561443066516,"Peter",2019,"tchain"
217,"ZT2",2,"Peter",2019,"tchain"
218,"ZT1a",2.02302008336491,"Peter",2019,"tchain"
218,"ZT1b",2.02302008336491,"Peter",2019,"tchain"
218,"ZT2",2,"Peter",2019,"tchain"
219,"ZT1a",2.01105049010542,"Peter",2019,"tchain"
219,"ZT1b",2.01105049010542,"Peter",2019,"tchain"
219,"ZT2",2,"Peter",2019,"tchain"
220,"ZT1a",2.0667433239514,"Peter",2019,"tchain"
220,"ZT1b",2.0667433239514,"Peter",2019,"tchain"
220,"ZT2",2,"Peter",2019,"tchain"
221,"ZT1a",2.2311660041643,"Peter",2019,"tchain"
221,"ZT1b",2.2311660041643,"Peter",2019,"tchain"
221,"ZT2",2,"Peter",2019,"tchain"
222,"ZT1a",2.27028759846126,"Peter",2019,"tchain"
222,"ZT1b",2.27028759846126,"Peter",2019,"tchain"
222,"ZT2",2.5,"Peter",2019,"tchain"
223,"ZT1a",2.22816617084573,"Peter",2019,"tchain"
223,"ZT1b",2.22816617084573,"Peter",2019,"tchain"
223,"ZT2",2.5,"Peter",2019,"tchain"
224,"ZT1a",2.18035658266234,"Peter",2019,"tchain"
224,"ZT1b",2.18035658266234,"Peter",2019,"tchain"
224,"ZT2",2,"Peter",2019,"tchain"
225,"ZT1a",2.22069894772863,"Peter",2019,"tchain"
225,"ZT1b",2.22069894772863,"Peter",2019,"tchain"
225,"ZT2",2,"Peter",2019,"tchain"
226,"ZT1a",2.45559498097295,"Peter",2019,"tchain"
226,"ZT1b",2.45559498097295,"Peter",2019,"tchain"
226,"ZT2",2.5,"Peter",2019,"tchain"
227,"ZT1a",2.48044789974472,"Peter",2019,"tchain"
227,"ZT1b",2.48044789974472,"Peter",2019,"tchain"
227,"ZT2",2.5,"Peter",2019,"tchain"
228,"ZT1a",2.5102763090568,"Peter",2019,"tchain"
228,"ZT1b",2.5102763090568,"Peter",2019,"tchain"
228,"ZT2",2.5,"Peter",2019,"tchain"
229,"ZT1a",2.5485664854177,"Peter",2019,"tchain"
229,"ZT1b",2.5485664854177,"Peter",2019,"tchain"
229,"ZT2",2.5,"Peter",2019,"tchain"
230,"ZT1a",2.55715384615385,"Peter",2019,"tchain"
230,"ZT1b",2.55715384615385,"Peter",2019,"tchain"
230,"ZT2",2.5,"Peter",2019,"tchain"
231,"ZT1a",2.63539812736981,"Peter",2019,"tchain"
231,"ZT1b",2.63539812736981,"Peter",2019,"tchain"
231,"ZT2",2.5,"Peter",2019,"tchain"
232,"ZT1a",2.65320865094841,"Peter",2019,"tchain"
232,"ZT1b",2.65320865094841,"Peter",2019,"tchain"
232,"ZT2",2.5,"Peter",2019,"tchain"
233,"ZT1a",2.65392623438429,"Peter",2019,"tchain"
233,"ZT1b",2.65392623438429,"Peter",2019,"tchain"
233,"ZT2",2.5,"Peter",2019,"tchain"
234,"ZT1a",2.69744571021716,"Peter",2019,"tchain"
234,"ZT1b",2.69744571021716,"Peter",2019,"tchain"
234,"ZT2",2.5,"Peter",2019,"tchain"
235,"ZT1a",2.91153361013297,"Peter",2019,"tchain"
235,"ZT1b",2.91153361013297,"Peter",2019,"tchain"
235,"ZT2",3,"Peter",2019,"tchain"
236,"ZT1a",2.93027861966289,"Peter",2019,"tchain"
236,"ZT1b",2.93027861966289,"Peter",2019,"tchain"
236,"ZT2",3,"Peter",2019,"tchain"
237,"ZT1a",2.92830839373393,"Peter",2019,"tchain"
237,"ZT1b",2.92830839373393,"Peter",2019,"tchain"
237,"ZT2",3,"Peter",2019,"tchain"
238,"ZT1a",2.93330158730159,"Peter",2019,"tchain"
238,"ZT1b",2.93330158730159,"Peter",2019,"tchain"
238,"ZT2",3,"Peter",2019,"tchain"
239,"ZT1a",2.98606458344775,"Peter",2019,"tchain"
239,"ZT1b",2.98606458344775,"Peter",2019,"tchain"
239,"ZT2",3,"Peter",2019,"tchain"
240,"ZT1a",3.06567461399967,"Peter",2019,"tchain"
240,"ZT1b",3.06567461399967,"Peter",2019,"tchain"
240,"ZT2",3,"Peter",2019,"tchain"
241,"ZT1a",3.21820071475458,"Peter",2019,"tchain"
241,"ZT1b",3.21820071475458,"Peter",2019,"tchain"
241,"ZT2",3,"Peter",2019,"tchain"
242,"ZT1a",3.36838650387292,"Peter",2019,"tchain"
242,"ZT1b",3.36838650387292,"Peter",2019,"tchain"
242,"ZT2",3.5,"Peter",2019,"tchain"
243,"ZT1a",3.36780575539568,"Peter",2019,"tchain"
243,"ZT1b",3.36780575539568,"Peter",2019,"tchain"
243,"ZT2",3.5,"Peter",2019,"tchain"
244,"ZT1a",3.36350925561245,"Peter",2019,"tchain"
244,"ZT1b",3.36350925561245,"Peter",2019,"tchain"
244,"ZT2",3.5,"Peter",2019,"tchain"
245,"ZT1a",3.34442575684767,"Peter",2019,"tchain"
245,"ZT1b",3.34442575684767,"Peter",2019,"tchain"
245,"ZT2",3.5,"Peter",2019,"tchain"
246,"ZT1a",3.36052891744933,"Peter",2019,"tchain"
246,"ZT1b",3.36052891744933,"Peter",2019,"tchain"
246,"ZT2",3,"Peter",2019,"tchain"
247,"ZT1a",3.46081855007683,"Peter",2019,"tchain"
247,"ZT1b",3.46081855007683,"Peter",2019,"tchain"
247,"ZT2",3.5,"Peter",2019,"tchain"
248,"ZT1a",3.45607256845288,"Peter",2019,"tchain"
248,"ZT1b",3.45607256845288,"Peter",2019,"tchain"
248,"ZT2",3.5,"Peter",2019,"tchain"
136,"ZT1a",0,"Tuesday",2024,"tchain"
136,"ZT1b",0,"Tuesday",2024,"tchain"
136,"ZT2",1.5,"Tuesday",2024,"tchain"
137,"ZT1a",1.677525705,"Tuesday",2024,"tchain"
137,"ZT1b",2.859715792,"Tuesday",2024,"tchain"
137,"ZT2",1.5,"Tuesday",2024,"tchain"
138,"ZT1a",1.886328872,"Tuesday",2024,"tchain"
138,"ZT1b",2.916303528,"Tuesday",2024,"tchain"
138,"ZT2",1.5,"Tuesday",2024,"tchain"
139,"ZT1a",0,"Tuesday",2024,"tchain"
139,"ZT1b",0,"Tuesday",2024,"tchain"
139,"ZT2",1.5,"Tuesday",2024,"tchain"
140,"ZT1a",1.073618817,"Tuesday",2024,"tchain"
140,"ZT1b",2.994102369,"Tuesday",2024,"tchain"
140,"ZT2",1,"Tuesday",2024,"tchain"
141,"ZT1a",1.214540198,"Tuesday",2024,"tchain"
141,"ZT1b",3.009720387,"Tuesday",2024,"tchain"
141,"ZT2",1,"Tuesday",2024,"tchain"
142,"ZT1a",1.410895334,"Tuesday",2024,"tchain"
142,"ZT1b",3.053829615,"Tuesday",2024,"tchain"
142,"ZT2",1,"Tuesday",2024,"tchain"
143,"ZT1a",1.622241379,"Tuesday",2024,"tchain"
143,"ZT1b",3.047703679,"Tuesday",2024,"tchain"
143,"ZT2",1.5,"Tuesday",2024,"tchain"
144,"ZT1a",1.907060519,"Tuesday",2024,"tchain"
144,"ZT1b",3.112781162,"Tuesday",2024,"tchain"
144,"ZT2",2,"Tuesday",2024,"tchain"
145,"ZT1a",1.865357258,"Tuesday",2024,"tchain"
145,"ZT1b",3.141661408,"Tuesday",2024,"tchain"
145,"ZT2",2,"Tuesday",2024,"tchain"
146,"ZT1a",1.956114458,"Tuesday",2024,"tchain"
146,"ZT1b",3.195172263,"Tuesday",2024,"tchain"
146,"ZT2",2,"Tuesday",2024,"tchain"
147,"ZT1a",1.924016876,"Tuesday",2024,"tchain"
147,"ZT1b",3.237563077,"Tuesday",2024,"tchain"
147,"ZT2",2,"Tuesday",2024,"tchain"
148,"ZT1a",1.952749209,"Tuesday",2024,"tchain"
